# 
# Header Description:
# 
# Version: v3.0.6.1 Platform: 11 Manufacturer: Realme Model: RMX1851
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
Status,1682241477000,34,0,1,5,1575420030,19.70,184.0,65.0,1,1,0,19.7
Status,1682241477000,34,1,1,11,1575420030,16.70,2.0,42.0,0,1,0,16.7
Status,1682241477000,34,2,1,12,1575420030,16.40,323.0,55.0,1,1,1,16.4
Status,1682241477000,34,3,1,24,1575420030,20.90,230.0,22.0,1,1,0,20.9
Status,1682241477000,34,4,1,6,1575420030,0.00,36.0,11.0,0,1,0,0.0
Status,1682241477000,34,5,1,13,1575420030,0.00,164.0,11.0,0,1,0,0.0
Status,1682241477000,34,6,1,19,1575420030,0.00,75.0,20.0,0,1,0,0.0
Status,1682241477000,34,7,1,20,1575420030,0.00,61.0,78.0,0,1,0,0.0
Status,1682241477000,34,8,1,25,1575420030,0.00,320.0,21.0,0,1,0,0.0
Status,1682241477000,34,9,3,9,1602000000,18.10,310.0,32.0,1,1,0,18.1
Status,1682241477000,34,10,3,16,1602000000,14.90,229.0,58.0,1,1,0,14.9
Status,1682241477000,34,11,3,18,1602000000,0.00,28.0,14.0,0,1,0,0.0
Status,1682241477000,34,12,3,15,1602000000,0.00,172.0,20.0,0,1,0,0.0
Status,1682241477000,34,13,3,19,1602000000,0.00,343.0,26.0,0,1,0,0.0
Status,1682241477000,34,14,3,3,1602000000,0.00,64.0,22.0,0,1,0,0.0
Status,1682241477000,34,15,3,4,1602000000,0.00,120.0,34.0,0,1,0,0.0
Status,1682241477000,34,16,5,8,1561097980,14.00,12.0,58.0,0,1,0,14.0
Status,1682241477000,34,17,5,13,1561097980,16.20,358.0,69.0,1,1,0,16.2
Status,1682241477000,34,18,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241477000,34,19,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241477000,34,20,5,3,1561097980,0.00,108.0,52.0,0,1,0,0.0
Status,1682241477000,34,21,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241477000,34,22,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241477000,34,23,5,10,1561097980,0.00,78.0,65.0,0,1,0,0.0
Status,1682241477000,34,24,5,19,1561097980,0.00,170.0,35.0,0,1,0,0.0
Status,1682241477000,34,25,5,20,1561097980,0.00,101.0,46.0,0,1,0,0.0
Status,1682241477000,34,26,5,29,1561097980,0.00,347.0,36.0,0,1,0,0.0
Status,1682241477000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241477000,34,28,6,21,1575420030,19.10,307.0,67.0,1,1,0,19.1
Status,1682241477000,34,29,6,26,1575420030,18.00,295.0,41.0,1,1,0,18.0
Status,1682241477000,34,30,6,1,1575420030,0.00,322.0,19.0,0,1,0,0.0
Status,1682241477000,34,31,6,7,1575420030,0.00,144.0,21.0,0,1,0,0.0
Status,1682241477000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241477000,34,33,6,27,1575420030,0.00,154.0,52.0,0,1,0,0.0
Fix,GPS,12.9860055500,80.2374359500,-60.894744873046875,0.0,14.231472,,1682241478000,0.24698178,,47341376769222,8.0
Raw,1682241477433,47366400000000,18,,-1366229329033203811,-0.0643625259399414,143.47204705700278,17.934861336948703,18.004685222938388,9,16,0.0,49359,44277366946856,117,14.9,347.5126037597656,3.185500144958496,16,0.0,0.0,1601437440,,,,0,,3,4.34,11.9,,,,,,47340806308957
Raw,1682241477433,47366400000000,18,,-1366229329033203811,-0.0643625259399414,143.47204705700278,17.934861336948703,18.004685222938388,9,5,0.0,81935,33495364471338,53,19.7,-334.46966552734375,0.92249995470047,16,0.0,0.0,1575420030,,,,0,,1,5.73,16.2,,,,,,47340806308957
Raw,1682241477433,47366400000000,18,,-1366229329033203811,-0.0643625259399414,143.47204705700278,17.934861336948703,18.004685222938388,9,12,0.0,81935,33495363110866,84,16.4,-338.6846923828125,2.011000156402588,16,0.0,0.0,1575420030,,,,0,,1,5.73,12.899999999999999,,,,,,47340806308957
Raw,1682241477433,47366400000000,18,,-1366229329033203811,-0.0643625259399414,143.47204705700278,17.934861336948703,18.004685222938388,9,24,0.0,81935,33495353722767,46,20.9,285.5832214355469,0.8659999966621399,16,0.0,0.0,1575420030,,,,0,,1,5.73,17.4,,,,,,47340806308957
Raw,1682241477433,47366400000000,18,,-1366229329033203811,-0.0643625259399414,143.47204705700278,17.934861336948703,18.004685222938388,9,21,0.0,89103,33495354033932,53,19.1,-139.5994415283203,0.8134999871253967,16,0.0,0.0,1575420030,,,,0,,6,5.76,13.100000000000001,,,,,,47340806308957
Status,1682241478000,34,0,1,5,1575420030,18.20,184.0,65.0,1,1,0,18.2
Status,1682241478000,34,1,1,11,1575420030,16.70,2.0,42.0,0,1,0,16.7
Status,1682241478000,34,2,1,12,1575420030,20.80,323.0,55.0,1,1,1,20.8
Status,1682241478000,34,3,1,24,1575420030,22.60,230.0,22.0,1,1,0,22.6
Status,1682241478000,34,4,1,6,1575420030,0.00,36.0,11.0,0,1,0,0.0
Status,1682241478000,34,5,1,13,1575420030,0.00,164.0,11.0,0,1,0,0.0
Status,1682241478000,34,6,1,19,1575420030,0.00,75.0,20.0,0,1,0,0.0
Status,1682241478000,34,7,1,20,1575420030,0.00,61.0,78.0,0,1,0,0.0
Status,1682241478000,34,8,1,25,1575420030,0.00,320.0,21.0,0,1,0,0.0
Status,1682241478000,34,9,3,9,1602000000,18.10,310.0,32.0,1,1,0,18.1
Status,1682241478000,34,10,3,16,1602000000,20.00,229.0,58.0,1,1,0,20.0
Status,1682241478000,34,11,3,18,1602000000,0.00,28.0,14.0,0,1,0,0.0
Status,1682241478000,34,12,3,15,1602000000,0.00,172.0,20.0,0,1,0,0.0
Status,1682241478000,34,13,3,19,1602000000,0.00,343.0,26.0,0,1,0,0.0
Status,1682241478000,34,14,3,3,1602000000,0.00,64.0,22.0,0,1,0,0.0
Status,1682241478000,34,15,3,4,1602000000,0.00,120.0,34.0,0,1,0,0.0
Status,1682241478000,34,16,5,8,1561097980,14.00,12.0,58.0,0,1,0,14.0
Status,1682241478000,34,17,5,13,1561097980,14.30,358.0,69.0,1,1,0,14.3
Status,1682241478000,34,18,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241478000,34,19,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241478000,34,20,5,3,1561097980,0.00,108.0,52.0,0,1,0,0.0
Status,1682241478000,34,21,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241478000,34,22,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241478000,34,23,5,10,1561097980,0.00,78.0,65.0,0,1,0,0.0
Status,1682241478000,34,24,5,19,1561097980,0.00,170.0,35.0,0,1,0,0.0
Status,1682241478000,34,25,5,20,1561097980,0.00,101.0,46.0,0,1,0,0.0
Status,1682241478000,34,26,5,29,1561097980,0.00,347.0,36.0,0,1,0,0.0
Status,1682241478000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241478000,34,28,6,21,1575420030,20.20,307.0,67.0,1,1,0,20.2
Status,1682241478000,34,29,6,26,1575420030,18.20,295.0,41.0,1,1,0,18.2
Status,1682241478000,34,30,6,1,1575420030,0.00,322.0,19.0,0,1,0,0.0
Status,1682241478000,34,31,6,7,1575420030,0.00,144.0,21.0,0,1,0,0.0
Status,1682241478000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241478000,34,33,6,27,1575420030,0.00,154.0,52.0,0,1,0,0.0
Fix,GPS,12.9860055400,80.2374359500,-60.861175537109375,0.0,14.287632,,1682241479000,0.2385372,,47342376769222,8.0
Raw,1682241478433,47367400000000,18,,-1366229329033203799,-0.9629974365234375,136.31509500555694,13.374338376148957,17.052774701250836,9,16,0.0,49359,44278366945810,46,20.0,345.5844421386719,1.1255000829696655,16,0.0,0.0,1601437440,,,,0,,3,6.42,17.0,,,,,,47341806308945
Raw,1682241478433,47367400000000,18,,-1366229329033203799,-0.9629974365234375,136.31509500555694,13.374338376148957,17.052774701250836,9,5,0.0,81935,33496364472430,61,18.2,-334.4316101074219,1.0824999809265137,16,0.0,0.0,1575420030,,,,0,,1,8.23,14.7,,,,,,47341806308945
Raw,1682241478433,47367400000000,18,,-1366229329033203799,-0.9629974365234375,136.31509500555694,13.374338376148957,17.052774701250836,9,12,0.0,81935,33496363112079,46,20.8,-339.7217712402344,0.8510000109672546,16,0.0,0.0,1575420030,,,,0,,1,8.23,17.3,,,,,,47341806308945
Raw,1682241478433,47367400000000,18,,-1366229329033203799,-0.9629974365234375,136.31509500555694,13.374338376148957,17.052774701250836,9,24,0.0,81935,33496353721750,35,22.6,285.6213073730469,0.7459999918937683,16,0.0,0.0,1575420030,,,,0,,1,8.23,19.1,,,,,,47341806308945
Raw,1682241478433,47367400000000,18,,-1366229329033203799,-0.9629974365234375,136.31509500555694,13.374338376148957,17.052774701250836,9,13,0.0,16399,33482312295023,124,14.3,136.47286987304688,3.434499979019165,16,0.0,0.0,1561097980,,,,0,,5,9.38,8.3,,,,,,47341806308945
Raw,1682241478433,47367400000000,18,,-1366229329033203799,-0.9629974365234375,136.31509500555694,13.374338376148957,17.052774701250836,9,21,0.0,89103,33496354034420,46,20.2,-138.9048614501953,0.7534999847412109,16,0.0,0.0,1575420030,,,,0,,6,8.22,14.2,,,,,,47341806308945
Raw,1682241478433,47367400000000,18,,-1366229329033203799,-0.9629974365234375,136.31509500555694,13.374338376148957,17.052774701250836,9,26,0.0,89103,33496350017807,69,18.2,59.01958084106445,2.373500108718872,16,0.0,0.0,1575420030,,,,0,,6,8.22,12.2,,,,,,47341806308945
Status,1682241479000,34,0,1,5,1575420030,18.20,184.0,65.0,1,1,0,18.2
Status,1682241479000,34,1,1,11,1575420030,16.70,2.0,42.0,0,1,0,16.7
Status,1682241479000,34,2,1,12,1575420030,20.80,323.0,55.0,1,1,1,20.8
Status,1682241479000,34,3,1,24,1575420030,22.60,230.0,22.0,1,1,0,22.6
Status,1682241479000,34,4,1,6,1575420030,0.00,36.0,11.0,0,1,0,0.0
Status,1682241479000,34,5,1,13,1575420030,0.00,164.0,11.0,0,1,0,0.0
Status,1682241479000,34,6,1,19,1575420030,0.00,75.0,20.0,0,1,0,0.0
Status,1682241479000,34,7,1,20,1575420030,0.00,61.0,78.0,0,1,0,0.0
Status,1682241479000,34,8,1,25,1575420030,0.00,320.0,21.0,0,1,0,0.0
Status,1682241479000,34,9,3,9,1602000000,18.10,310.0,32.0,1,1,0,18.1
Status,1682241479000,34,10,3,16,1602000000,18.70,229.0,58.0,1,1,0,18.7
Status,1682241479000,34,11,3,18,1602000000,0.00,28.0,14.0,0,1,0,0.0
Status,1682241479000,34,12,3,15,1602000000,0.00,172.0,20.0,0,1,0,0.0
Status,1682241479000,34,13,3,19,1602000000,0.00,343.0,26.0,0,1,0,0.0
Status,1682241479000,34,14,3,3,1602000000,0.00,64.0,22.0,0,1,0,0.0
Status,1682241479000,34,15,3,4,1602000000,0.00,120.0,34.0,0,1,0,0.0
Status,1682241479000,34,16,5,8,1561097980,14.00,12.0,58.0,0,1,0,14.0
Status,1682241479000,34,17,5,13,1561097980,14.30,358.0,69.0,1,1,0,14.3
Status,1682241479000,34,18,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241479000,34,19,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241479000,34,20,5,3,1561097980,0.00,108.0,52.0,0,1,0,0.0
Status,1682241479000,34,21,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241479000,34,22,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241479000,34,23,5,10,1561097980,0.00,78.0,65.0,0,1,0,0.0
Status,1682241479000,34,24,5,19,1561097980,0.00,170.0,35.0,0,1,0,0.0
Status,1682241479000,34,25,5,20,1561097980,0.00,101.0,46.0,0,1,0,0.0
Status,1682241479000,34,26,5,29,1561097980,0.00,347.0,36.0,0,1,0,0.0
Status,1682241479000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241479000,34,28,6,21,1575420030,20.20,307.0,67.0,1,1,0,20.2
Status,1682241479000,34,29,6,26,1575420030,18.20,295.0,41.0,1,1,0,18.2
Status,1682241479000,34,30,6,1,1575420030,0.00,322.0,19.0,0,1,0,0.0
Status,1682241479000,34,31,6,7,1575420030,0.00,144.0,21.0,0,1,0,0.0
Status,1682241479000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241479000,34,33,6,27,1575420030,0.00,154.0,52.0,0,1,0,0.0
Fix,GPS,12.9860055400,80.2374359500,-60.8631591796875,0.0,14.394923,,1682241480000,0.3847077,,47343376769222,8.0
Raw,1682241479433,47368400000000,18,,-1366229329033203780,-0.8001041412353516,137.22690346185118,13.140988472925569,16.815081780630816,9,16,0.0,49359,44279366944562,61,18.7,344.54547119140625,1.2855000495910645,16,0.0,0.0,1601437440,,,,0,,3,1.44,15.7,,,,,,47342806308926
Status,1682241480000,34,0,1,5,1575420030,18.30,184.0,65.0,1,1,0,18.3
Status,1682241480000,34,1,1,11,1575420030,16.70,2.0,42.0,0,1,0,16.7
Status,1682241480000,34,2,1,12,1575420030,17.80,323.0,55.0,1,1,1,17.8
Status,1682241480000,34,3,1,24,1575420030,22.60,230.0,22.0,1,1,0,22.6
Status,1682241480000,34,4,1,6,1575420030,0.00,36.0,11.0,0,1,0,0.0
Status,1682241480000,34,5,1,13,1575420030,0.00,164.0,11.0,0,1,0,0.0
Status,1682241480000,34,6,1,19,1575420030,0.00,75.0,20.0,0,1,0,0.0
Status,1682241480000,34,7,1,20,1575420030,0.00,61.0,78.0,0,1,0,0.0
Status,1682241480000,34,8,1,25,1575420030,0.00,320.0,21.0,0,1,0,0.0
Status,1682241480000,34,9,3,9,1602000000,18.10,310.0,32.0,1,1,0,18.1
Status,1682241480000,34,10,3,16,1602000000,19.30,229.0,58.0,1,1,0,19.3
Status,1682241480000,34,11,3,18,1602000000,0.00,28.0,14.0,0,1,0,0.0
Status,1682241480000,34,12,3,15,1602000000,0.00,172.0,20.0,0,1,0,0.0
Status,1682241480000,34,13,3,19,1602000000,0.00,343.0,26.0,0,1,0,0.0
Status,1682241480000,34,14,3,3,1602000000,0.00,64.0,22.0,0,1,0,0.0
Status,1682241480000,34,15,3,4,1602000000,0.00,120.0,34.0,0,1,0,0.0
Status,1682241480000,34,16,5,8,1561097980,14.00,12.0,58.0,0,1,0,14.0
Status,1682241480000,34,17,5,13,1561097980,14.30,358.0,69.0,1,1,0,14.3
Status,1682241480000,34,18,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241480000,34,19,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241480000,34,20,5,3,1561097980,0.00,108.0,52.0,0,1,0,0.0
Status,1682241480000,34,21,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241480000,34,22,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241480000,34,23,5,10,1561097980,0.00,78.0,65.0,0,1,0,0.0
Status,1682241480000,34,24,5,19,1561097980,0.00,170.0,35.0,0,1,0,0.0
Status,1682241480000,34,25,5,20,1561097980,0.00,101.0,46.0,0,1,0,0.0
Status,1682241480000,34,26,5,29,1561097980,0.00,347.0,36.0,0,1,0,0.0
Status,1682241480000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241480000,34,28,6,21,1575420030,20.20,307.0,67.0,1,1,0,20.2
Status,1682241480000,34,29,6,26,1575420030,17.50,295.0,41.0,1,1,0,17.5
Status,1682241480000,34,30,6,1,1575420030,0.00,322.0,19.0,0,1,0,0.0
Status,1682241480000,34,31,6,7,1575420030,0.00,144.0,21.0,0,1,0,0.0
Status,1682241480000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241480000,34,33,6,27,1575420030,0.00,154.0,52.0,0,1,0,0.0
Fix,GPS,12.9860055200,80.2374359400,-60.864959716796875,0.0,14.46788,,1682241481000,0.5948109,,47344376769222,8.0
Raw,1682241480433,47369400000000,18,,-1366229329033203770,-0.9951400756835938,156.73096640966833,9.808449903449866,22.8397113777917,9,16,0.0,49359,44280366943502,53,19.3,342.0931091308594,1.2055001258850098,16,0.0,0.0,1601437440,,,,0,,3,4.75,16.3,,,,,,47343806308916
Raw,1682241480433,47369400000000,18,,-1366229329033203770,-0.9951400756835938,156.73096640966833,9.808449903449866,22.8397113777917,9,5,0.0,81935,33498364474672,64,18.3,-337.1337890625,1.8324999809265137,16,0.0,0.0,1575420030,,,,0,,1,6.23,14.8,,,,,,47343806308916
Raw,1682241480433,47369400000000,18,,-1366229329033203770,-0.9951400756835938,156.73096640966833,9.808449903449866,22.8397113777917,9,12,0.0,81935,33498363114310,73,17.8,-342.7854919433594,1.8309999704360962,16,0.0,0.0,1575420030,,,,0,,1,6.23,14.3,,,,,,47343806308916
Raw,1682241480433,47369400000000,18,,-1366229329033203770,-0.9951400756835938,156.73096640966833,9.808449903449866,22.8397113777917,9,26,0.0,89103,33498350017391,73,17.5,55.71799087524414,1.69350004196167,16,0.0,0.0,1575420030,,,,0,,6,6.22,11.5,,,,,,47343806308916
Status,1682241481000,33,0,1,5,1575420030,20.90,184.0,65.0,1,1,0,20.9
Status,1682241481000,33,1,1,12,1575420030,21.90,323.0,55.0,1,1,1,21.9
Status,1682241481000,33,2,1,24,1575420030,22.60,230.0,22.0,1,1,0,22.6
Status,1682241481000,33,3,1,6,1575420030,0.00,36.0,11.0,0,1,0,0.0
Status,1682241481000,33,4,1,13,1575420030,0.00,164.0,11.0,0,1,0,0.0
Status,1682241481000,33,5,1,19,1575420030,0.00,75.0,20.0,0,1,0,0.0
Status,1682241481000,33,6,1,20,1575420030,0.00,61.0,78.0,0,1,0,0.0
Status,1682241481000,33,7,1,25,1575420030,0.00,320.0,21.0,0,1,0,0.0
Status,1682241481000,33,8,3,9,1602000000,13.30,310.0,32.0,0,1,0,13.3
Status,1682241481000,33,9,3,16,1602000000,23.00,229.0,58.0,1,1,0,23.0
Status,1682241481000,33,10,3,18,1602000000,0.00,28.0,14.0,0,1,0,0.0
Status,1682241481000,33,11,3,15,1602000000,0.00,172.0,20.0,0,1,0,0.0
Status,1682241481000,33,12,3,19,1602000000,0.00,343.0,26.0,0,1,0,0.0
Status,1682241481000,33,13,3,3,1602000000,0.00,64.0,22.0,0,1,0,0.0
Status,1682241481000,33,14,3,4,1602000000,0.00,120.0,34.0,0,1,0,0.0
Status,1682241481000,33,15,5,8,1561097980,14.00,12.0,58.0,0,1,0,14.0
Status,1682241481000,33,16,5,13,1561097980,14.30,358.0,69.0,1,1,0,14.3
Status,1682241481000,33,17,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241481000,33,18,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241481000,33,19,5,3,1561097980,0.00,108.0,52.0,0,1,0,0.0
Status,1682241481000,33,20,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241481000,33,21,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241481000,33,22,5,10,1561097980,0.00,78.0,65.0,0,1,0,0.0
Status,1682241481000,33,23,5,19,1561097980,0.00,170.0,35.0,0,1,0,0.0
Status,1682241481000,33,24,5,20,1561097980,0.00,101.0,46.0,0,1,0,0.0
Status,1682241481000,33,25,5,29,1561097980,0.00,347.0,36.0,0,1,0,0.0
Status,1682241481000,33,26,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241481000,33,27,6,21,1575420030,16.40,307.0,67.0,1,1,0,16.4
Status,1682241481000,33,28,6,26,1575420030,21.20,295.0,41.0,1,1,0,21.2
Status,1682241481000,33,29,6,1,1575420030,0.00,322.0,19.0,0,1,0,0.0
Status,1682241481000,33,30,6,7,1575420030,0.00,144.0,21.0,0,1,0,0.0
Status,1682241481000,33,31,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241481000,33,32,6,27,1575420030,0.00,154.0,52.0,0,1,0,0.0
Fix,GPS,12.9860054800,80.2374359300,-60.7144775390625,0.0,14.669578,,1682241482000,0.5247857,,47345376769222,8.0
Raw,1682241481433,47370400000000,18,,-1366229329033203774,-0.929046630859375,143.67369294632226,2.9706457694639212,21.282658920302673,9,9,0.0,49359,44281361769748,185,13.3,-391.9329528808594,6.298000335693359,16,0.0,0.0,1600875010,,,,0,,3,2.83,10.3,,,,,,47344806308920
Raw,1682241481433,47370400000000,18,,-1366229329033203774,-0.929046630859375,143.67369294632226,2.9706457694639212,21.282658920302673,9,16,0.0,49359,44281366942399,31,23.0,343.8902587890625,0.9354999661445618,16,0.0,0.0,1601437440,,,,0,,3,2.83,20.0,,,,,,47344806308920
Raw,1682241481433,47370400000000,18,,-1366229329033203774,-0.929046630859375,143.67369294632226,2.9706457694639212,21.282658920302673,9,5,0.0,81935,33499364475759,46,20.9,-336.477294921875,0.8524999618530273,16,0.0,0.0,1575420030,,,,0,,1,4.82,17.4,,,,,,47344806308920
Raw,1682241481433,47370400000000,18,,-1366229329033203774,-0.929046630859375,143.67369294632226,2.9706457694639212,21.282658920302673,9,12,0.0,81935,33499363115469,40,21.9,-342.7379150390625,0.7910000085830688,16,0.0,0.0,1575420030,,,,0,,1,4.82,18.4,,,,,,47344806308920
Raw,1682241481433,47370400000000,18,,-1366229329033203774,-0.929046630859375,143.67369294632226,2.9706457694639212,21.282658920302673,9,21,0.0,89103,33499354035864,89,16.4,-142.58705139160156,2.5235002040863037,16,0.0,0.0,1575420030,,,,0,,6,4.82,10.399999999999999,,,,,,47344806308920
Raw,1682241481433,47370400000000,18,,-1366229329033203774,-0.929046630859375,143.67369294632226,2.9706457694639212,21.282658920302673,9,26,0.0,89103,33499350017238,40,21.2,55.4896354675293,0.6934999823570251,16,0.0,0.0,1575420030,,,,0,,6,4.82,15.2,,,,,,47344806308920
Status,1682241482000,34,0,1,5,1575420030,18.70,184.0,65.0,1,1,0,18.7
Status,1682241482000,34,1,1,12,1575420030,19.20,323.0,55.0,1,1,1,19.2
Status,1682241482000,34,2,1,24,1575420030,14.70,230.0,22.0,1,1,0,14.7
Status,1682241482000,34,3,1,6,1575420030,0.00,36.0,11.0,0,1,0,0.0
Status,1682241482000,34,4,1,11,1575420030,0.00,2.0,42.0,0,1,0,0.0
Status,1682241482000,34,5,1,13,1575420030,0.00,164.0,11.0,0,1,0,0.0
Status,1682241482000,34,6,1,19,1575420030,0.00,75.0,20.0,0,1,0,0.0
Status,1682241482000,34,7,1,20,1575420030,0.00,61.0,78.0,0,1,0,0.0
Status,1682241482000,34,8,1,25,1575420030,0.00,320.0,21.0,0,1,0,0.0
Status,1682241482000,34,9,3,9,1602000000,13.30,310.0,32.0,1,1,0,13.3
Status,1682241482000,34,10,3,16,1602000000,23.00,229.0,58.0,1,1,0,23.0
Status,1682241482000,34,11,3,18,1602000000,0.00,28.0,14.0,0,1,0,0.0
Status,1682241482000,34,12,3,15,1602000000,0.00,172.0,20.0,0,1,0,0.0
Status,1682241482000,34,13,3,19,1602000000,0.00,343.0,26.0,0,1,0,0.0
Status,1682241482000,34,14,3,3,1602000000,0.00,64.0,22.0,0,1,0,0.0
Status,1682241482000,34,15,3,4,1602000000,0.00,120.0,34.0,0,1,0,0.0
Status,1682241482000,34,16,5,8,1561097980,14.00,12.0,58.0,0,1,0,14.0
Status,1682241482000,34,17,5,13,1561097980,14.30,358.0,69.0,1,1,0,14.3
Status,1682241482000,34,18,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241482000,34,19,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241482000,34,20,5,3,1561097980,0.00,108.0,52.0,0,1,0,0.0
Status,1682241482000,34,21,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241482000,34,22,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241482000,34,23,5,10,1561097980,0.00,78.0,65.0,0,1,0,0.0
Status,1682241482000,34,24,5,19,1561097980,0.00,170.0,35.0,0,1,0,0.0
Status,1682241482000,34,25,5,20,1561097980,0.00,101.0,46.0,0,1,0,0.0
Status,1682241482000,34,26,5,29,1561097980,0.00,347.0,36.0,0,1,0,0.0
Status,1682241482000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241482000,34,28,6,21,1575420030,18.90,306.0,68.0,1,1,0,18.9
Status,1682241482000,34,29,6,26,1575420030,19.50,295.0,41.0,1,1,0,19.5
Status,1682241482000,34,30,6,1,1575420030,0.00,322.0,20.0,0,1,0,0.0
Status,1682241482000,34,31,6,7,1575420030,0.00,144.0,21.0,0,1,0,0.0
Status,1682241482000,34,32,6,13,1575420030,0.00,8.0,35.0,0,1,0,0.0
Status,1682241482000,34,33,6,27,1575420030,0.00,154.0,52.0,0,1,0,0.0
Fix,GPS,12.9860054900,80.2374359200,-60.633758544921875,0.0,14.844556,,1682241483000,0.5333854,,47346376769222,8.0
