# 
# Header Description:
# 
# Version: v3.0.6.1 Platform: 11 Manufacturer: Realme Model: RMX1851
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
Status,1682241299000,34,26,5,29,1561097980,0.00,345.0,36.0,0,1,0,0.0
Status,1682241299000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241299000,34,28,6,21,1575420030,16.30,309.0,67.0,1,1,0,16.3
Status,1682241299000,34,29,6,26,1575420030,22.50,293.0,41.0,1,1,0,22.5
Status,1682241299000,34,30,6,1,1575420030,0.00,322.0,18.0,0,1,0,0.0
Status,1682241299000,34,31,6,7,1575420030,0.00,146.0,20.0,0,1,0,0.0
Status,1682241299000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241299000,34,33,6,27,1575420030,0.00,153.0,53.0,0,1,0,0.0
Fix,GPS,12.9859925600,80.2373230500,-57.8221435546875,0.0,14.4675,,1682241300000,0.30413812,,47163376769222,8.0
Raw,1682241299433,47188400000000,18,,-1366229329033206448,-0.24206829071044922,119.656695460435,2.086157193042342,22.0210498150505,9,16,0.0,49359,44099367145670,374,10.5,319.2638244628906,10.487000465393066,16,0.0,0.0,1601437440,,,,0,,3,5.49,7.5,,,,,,47162806311594
Raw,1682241299433,47188400000000,18,,-1366229329033206448,-0.24206829071044922,119.656695460435,2.086157193042342,22.0210498150505,9,11,0.0,81935,33317360393244,61,18.2,349.1318054199219,1.0764999389648438,16,0.0,0.0,1575420030,,,,0,,1,7.88,14.7,,,,,,47162806311594
Raw,1682241299433,47188400000000,18,,-1366229329033206448,-0.24206829071044922,119.656695460435,2.086157193042342,22.0210498150505,9,12,0.0,81935,33317362904231,27,24.3,-359.4932861328125,0.6694999933242798,16,0.0,0.0,1575420030,,,,0,,1,7.88,20.8,,,,,,47162806311594
Raw,1682241299433,47188400000000,18,,-1366229329033206448,-0.24206829071044922,119.656695460435,2.086157193042342,22.0210498150505,9,24,0.0,81935,33317353892716,136,14.5,282.40533447265625,4.37600040435791,16,0.0,0.0,1575420030,,,,0,,1,7.88,11.0,,,,,,47162806311594
Raw,1682241299433,47188400000000,18,,-1366229329033206448,-0.24206829071044922,119.656695460435,2.086157193042342,22.0210498150505,9,21,0.0,89103,33317353947162,97,16.3,-157.1825714111328,3.2720000743865967,16,0.0,0.0,1575420030,,,,0,,6,7.85,10.3,,,,,,47162806311594
Raw,1682241299433,47188400000000,18,,-1366229329033206448,-0.24206829071044922,119.656695460435,2.086157193042342,22.0210498150505,9,26,0.0,89103,33317350051540,35,22.5,51.62667465209961,0.643500030040741,16,0.0,0.0,1575420030,,,,0,,6,7.85,16.5,,,,,,47162806311594
Status,1682241300000,34,0,1,5,1575420030,18.80,184.0,62.0,1,1,0,18.8
Status,1682241300000,34,1,1,11,1575420030,19.80,1.0,43.0,1,1,0,19.8
Status,1682241300000,34,2,1,12,1575420030,23.50,324.0,53.0,1,1,0,23.5
Status,1682241300000,34,3,1,20,1575420030,12.60,73.0,79.0,0,1,0,12.6
Status,1682241300000,34,4,1,24,1575420030,19.60,232.0,23.0,1,1,0,19.6
Status,1682241300000,34,5,1,6,1575420030,0.00,35.0,13.0,0,1,0,0.0
Status,1682241300000,34,6,1,13,1575420030,0.00,165.0,10.0,0,1,0,0.0
Status,1682241300000,34,7,1,19,1575420030,0.00,74.0,21.0,0,1,0,0.0
Status,1682241300000,34,8,1,25,1575420030,0.00,322.0,20.0,0,1,0,0.0
Status,1682241300000,34,9,3,9,1602000000,13.30,312.0,30.0,1,1,0,13.3
Status,1682241300000,34,10,3,16,1602000000,10.50,232.0,59.0,1,1,0,10.5
Status,1682241300000,34,11,3,15,1602000000,10.10,172.0,22.0,0,1,0,10.1
Status,1682241300000,34,12,3,18,1602000000,0.00,26.0,15.0,0,1,0,0.0
Status,1682241300000,34,13,3,19,1602000000,0.00,340.0,26.0,0,1,0,0.0
Status,1682241300000,34,14,3,3,1602000000,0.00,66.0,22.0,0,1,0,0.0
Status,1682241300000,34,15,3,4,1602000000,0.00,122.0,33.0,0,1,0,0.0
Status,1682241300000,34,16,5,8,1561097980,11.90,12.0,58.0,0,1,0,11.9
Status,1682241300000,34,17,5,13,1561097980,16.80,0.0,0.0,1,1,0,16.8
Status,1682241300000,34,18,5,19,1561097980,14.80,170.0,33.0,0,1,0,14.8
Status,1682241300000,34,19,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241300000,34,20,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241300000,34,21,5,3,1561097980,0.00,109.0,52.0,0,1,0,0.0
Status,1682241300000,34,22,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241300000,34,23,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241300000,34,24,5,10,1561097980,0.00,78.0,64.0,0,1,0,0.0
Status,1682241300000,34,25,5,20,1561097980,0.00,102.0,45.0,0,1,0,0.0
Status,1682241300000,34,26,5,29,1561097980,0.00,345.0,36.0,0,1,0,0.0
Status,1682241300000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241300000,34,28,6,21,1575420030,16.30,309.0,67.0,1,1,0,16.3
Status,1682241300000,34,29,6,26,1575420030,21.10,293.0,41.0,1,1,0,21.1
Status,1682241300000,34,30,6,1,1575420030,0.00,322.0,18.0,0,1,0,0.0
Status,1682241300000,34,31,6,7,1575420030,0.00,146.0,20.0,0,1,0,0.0
Status,1682241300000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241300000,34,33,6,27,1575420030,0.00,153.0,53.0,0,1,0,0.0
Fix,GPS,12.9859926100,80.2373230500,-57.840850830078125,0.0,14.31763,,1682241301000,0.25553864,,47164376769222,8.0
Raw,1682241300433,47189400000000,18,,-1366229329033206439,-0.8825168609619141,115.85827451199293,6.272841670153236,19.572329203168373,9,9,0.0,49359,44100361526805,168,13.3,-415.1541748046875,5.548000335693359,16,0.0,0.0,1600875010,,,,0,,3,4.73,10.3,,,,,,47163806311585
Raw,1682241300433,47189400000000,18,,-1366229329033206439,-0.8825168609619141,115.85827451199293,6.272841670153236,19.572329203168373,9,15,0.0,49359,44100358439144,373,10.1,774.089599609375,10.47350025177002,16,0.0,0.0,1602000000,,,,0,,3,4.73,7.1,,,,,,47163806311585
Raw,1682241300433,47189400000000,18,,-1366229329033206439,-0.8825168609619141,115.85827451199293,6.272841670153236,19.572329203168373,9,11,0.0,81935,33318360392130,53,19.8,350.6731872558594,0.9164999723434448,16,0.0,0.0,1575420030,,,,0,,1,6.91,16.3,,,,,,47163806311585
Raw,1682241300433,47189400000000,18,,-1366229329033206439,-0.8825168609619141,115.85827451199293,6.272841670153236,19.572329203168373,9,12,0.0,81935,33318362905497,31,23.5,-357.54278564453125,0.6694999933242798,16,0.0,0.0,1575420030,,,,0,,1,6.91,20.0,,,,,,47163806311585
Raw,1682241300433,47189400000000,18,,-1366229329033206439,-0.8825168609619141,115.85827451199293,6.272841670153236,19.572329203168373,9,24,0.0,81935,33318353891711,53,19.6,284.1655578613281,0.9359999895095825,16,0.0,0.0,1575420030,,,,0,,1,6.91,16.1,,,,,,47163806311585
Raw,1682241300433,47189400000000,18,,-1366229329033206439,-0.8825168609619141,115.85827451199293,6.272841670153236,19.572329203168373,9,26,0.0,89103,33318350051365,40,21.1,52.80649185180664,0.6934999823570251,16,0.0,0.0,1575420030,,,,0,,6,6.88,15.100000000000001,,,,,,47163806311585
Status,1682241301000,34,0,1,5,1575420030,18.80,184.0,62.0,1,1,0,18.8
Status,1682241301000,34,1,1,11,1575420030,19.80,1.0,43.0,1,1,0,19.8
Status,1682241301000,34,2,1,12,1575420030,20.40,324.0,53.0,1,1,0,20.4
Status,1682241301000,34,3,1,20,1575420030,12.60,73.0,79.0,0,1,0,12.6
Status,1682241301000,34,4,1,24,1575420030,19.60,232.0,23.0,1,1,0,19.6
Status,1682241301000,34,5,1,6,1575420030,0.00,35.0,13.0,0,1,0,0.0
Status,1682241301000,34,6,1,13,1575420030,0.00,165.0,10.0,0,1,0,0.0
Status,1682241301000,34,7,1,19,1575420030,0.00,74.0,21.0,0,1,0,0.0
Status,1682241301000,34,8,1,25,1575420030,0.00,322.0,20.0,0,1,0,0.0
Status,1682241301000,34,9,3,9,1602000000,13.30,312.0,30.0,1,1,0,13.3
Status,1682241301000,34,10,3,16,1602000000,10.50,232.0,59.0,1,1,0,10.5
Status,1682241301000,34,11,3,15,1602000000,10.10,172.0,22.0,1,1,0,10.1
Status,1682241301000,34,12,3,18,1602000000,0.00,26.0,15.0,0,1,0,0.0
Status,1682241301000,34,13,3,19,1602000000,0.00,340.0,26.0,0,1,0,0.0
Status,1682241301000,34,14,3,3,1602000000,0.00,66.0,22.0,0,1,0,0.0
Status,1682241301000,34,15,3,4,1602000000,0.00,122.0,33.0,0,1,0,0.0
Status,1682241301000,34,16,5,8,1561097980,11.90,12.0,58.0,0,1,0,11.9
Status,1682241301000,34,17,5,13,1561097980,16.80,0.0,0.0,1,1,0,16.8
Status,1682241301000,34,18,5,19,1561097980,14.80,170.0,33.0,0,1,0,14.8
Status,1682241301000,34,19,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241301000,34,20,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241301000,34,21,5,3,1561097980,0.00,109.0,52.0,0,1,0,0.0
Status,1682241301000,34,22,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241301000,34,23,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241301000,34,24,5,10,1561097980,0.00,78.0,64.0,0,1,0,0.0
Status,1682241301000,34,25,5,20,1561097980,0.00,102.0,45.0,0,1,0,0.0
Status,1682241301000,34,26,5,29,1561097980,0.00,345.0,36.0,0,1,0,0.0
Status,1682241301000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241301000,34,28,6,21,1575420030,16.30,309.0,67.0,1,1,0,16.3
Status,1682241301000,34,29,6,26,1575420030,21.10,293.0,41.0,1,1,0,21.1
Status,1682241301000,34,30,6,1,1575420030,0.00,322.0,18.0,0,1,0,0.0
Status,1682241301000,34,31,6,7,1575420030,0.00,146.0,20.0,0,1,0,0.0
Status,1682241301000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241301000,34,33,6,27,1575420030,0.00,153.0,53.0,0,1,0,0.0
Fix,GPS,12.9859926000,80.2373230500,-57.840087890625,0.0,14.428764,,1682241302000,0.24596748,,47165376769222,8.0
Raw,1682241301433,47190400000000,18,,-1366229329033206442,-0.2518014907836914,112.16966959182173,10.061926721940422,17.553879858112037,9,12,0.0,81935,33319362906617,46,20.4,-359.0080261230469,0.9194999933242798,16,0.0,0.0,1575420030,,,,0,,1,0.57,16.9,,,,,,47164806311588
Status,1682241302000,34,0,1,5,1575420030,13.80,184.0,62.0,0,1,0,13.8
Status,1682241302000,34,1,1,11,1575420030,19.80,1.0,43.0,1,1,0,19.8
Status,1682241302000,34,2,1,12,1575420030,20.40,324.0,53.0,1,1,0,20.4
Status,1682241302000,34,3,1,20,1575420030,12.60,73.0,79.0,0,1,0,12.6
Status,1682241302000,34,4,1,24,1575420030,19.60,232.0,23.0,1,1,0,19.6
Status,1682241302000,34,5,1,6,1575420030,0.00,35.0,13.0,0,1,0,0.0
Status,1682241302000,34,6,1,13,1575420030,0.00,165.0,10.0,0,1,0,0.0
Status,1682241302000,34,7,1,19,1575420030,0.00,74.0,21.0,0,1,0,0.0
Status,1682241302000,34,8,1,25,1575420030,0.00,322.0,20.0,0,1,0,0.0
Status,1682241302000,34,9,3,9,1602000000,13.30,312.0,30.0,1,1,0,13.3
Status,1682241302000,34,10,3,16,1602000000,10.50,232.0,59.0,1,1,0,10.5
Status,1682241302000,34,11,3,15,1602000000,10.10,172.0,22.0,1,1,0,10.1
Status,1682241302000,34,12,3,18,1602000000,0.00,26.0,15.0,0,1,0,0.0
Status,1682241302000,34,13,3,19,1602000000,0.00,340.0,26.0,0,1,0,0.0
Status,1682241302000,34,14,3,3,1602000000,0.00,66.0,22.0,0,1,0,0.0
Status,1682241302000,34,15,3,4,1602000000,0.00,122.0,33.0,0,1,0,0.0
Status,1682241302000,34,16,5,8,1561097980,11.90,12.0,58.0,0,1,0,11.9
Status,1682241302000,34,17,5,13,1561097980,16.80,0.0,0.0,0,1,0,16.8
Status,1682241302000,34,18,5,19,1561097980,14.80,170.0,33.0,0,1,0,14.8
Status,1682241302000,34,19,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241302000,34,20,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241302000,34,21,5,3,1561097980,0.00,109.0,52.0,0,1,0,0.0
Status,1682241302000,34,22,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241302000,34,23,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241302000,34,24,5,10,1561097980,0.00,78.0,64.0,0,1,0,0.0
Status,1682241302000,34,25,5,20,1561097980,0.00,102.0,45.0,0,1,0,0.0
Status,1682241302000,34,26,5,29,1561097980,0.00,345.0,36.0,0,1,0,0.0
Status,1682241302000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241302000,34,28,6,21,1575420030,15.90,309.0,67.0,1,1,0,15.9
Status,1682241302000,34,29,6,26,1575420030,17.60,293.0,41.0,1,1,0,17.6
Status,1682241302000,34,30,6,1,1575420030,0.00,322.0,18.0,0,1,0,0.0
Status,1682241302000,34,31,6,7,1575420030,0.00,146.0,20.0,0,1,0,0.0
Status,1682241302000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241302000,34,33,6,27,1575420030,0.00,153.0,53.0,0,1,0,0.0
Fix,GPS,12.9859925900,80.2373230600,-57.83685302734375,0.0,14.439217,,1682241303000,0.32202485,,47166376769222,8.0
Raw,1682241302433,47191400000000,18,,-1366229329033206434,-0.9353313446044922,117.36155283870175,7.552356149778853,21.970431911505187,9,5,0.0,81935,33320364271340,182,13.8,-355.3829650878906,5.982500076293945,16,0.0,0.0,1575420030,,,,0,,1,1.9,10.3,,,,,,47165806311580
Raw,1682241302433,47191400000000,18,,-1366229329033206434,-0.9353313446044922,117.36155283870175,7.552356149778853,21.970431911505187,9,21,0.0,89103,33320353948659,101,15.9,-155.94566345214844,2.6019999980926514,16,0.0,0.0,1575420030,,,,0,,6,1.91,9.9,,,,,,47165806311580
Raw,1682241302433,47191400000000,18,,-1366229329033206434,-0.9353313446044922,117.36155283870175,7.552356149778853,21.970431911505187,9,26,0.0,89103,33320350050985,73,17.6,49.190914154052734,1.69350004196167,16,0.0,0.0,1575420030,,,,0,,6,1.91,11.600000000000001,,,,,,47165806311580
Status,1682241303000,34,0,1,5,1575420030,19.60,184.0,62.0,1,1,0,19.6
Status,1682241303000,34,1,1,11,1575420030,19.80,1.0,43.0,1,1,0,19.8
Status,1682241303000,34,2,1,12,1575420030,19.60,324.0,53.0,1,1,0,19.6
Status,1682241303000,34,3,1,20,1575420030,12.60,73.0,79.0,0,1,0,12.6
Status,1682241303000,34,4,1,24,1575420030,19.60,232.0,23.0,1,1,0,19.6
Status,1682241303000,34,5,1,6,1575420030,0.00,35.0,13.0,0,1,0,0.0
Status,1682241303000,34,6,1,13,1575420030,0.00,165.0,10.0,0,1,0,0.0
Status,1682241303000,34,7,1,19,1575420030,0.00,74.0,21.0,0,1,0,0.0
Status,1682241303000,34,8,1,25,1575420030,0.00,322.0,20.0,0,1,0,0.0
Status,1682241303000,34,9,3,9,1602000000,13.30,312.0,30.0,1,1,0,13.3
Status,1682241303000,34,10,3,16,1602000000,14.40,232.0,59.0,1,1,0,14.4
Status,1682241303000,34,11,3,15,1602000000,10.10,172.0,22.0,1,1,0,10.1
Status,1682241303000,34,12,3,18,1602000000,0.00,26.0,15.0,0,1,0,0.0
Status,1682241303000,34,13,3,19,1602000000,0.00,340.0,26.0,0,1,0,0.0
Status,1682241303000,34,14,3,3,1602000000,0.00,66.0,22.0,0,1,0,0.0
Status,1682241303000,34,15,3,4,1602000000,0.00,122.0,33.0,0,1,0,0.0
Status,1682241303000,34,16,5,8,1561097980,11.90,12.0,58.0,0,1,0,11.9
Status,1682241303000,34,17,5,13,1561097980,16.80,0.0,0.0,0,1,0,16.8
Status,1682241303000,34,18,5,19,1561097980,14.80,170.0,33.0,0,1,0,14.8
Status,1682241303000,34,19,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241303000,34,20,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241303000,34,21,5,3,1561097980,0.00,109.0,52.0,0,1,0,0.0
Status,1682241303000,34,22,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241303000,34,23,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241303000,34,24,5,10,1561097980,0.00,78.0,64.0,0,1,0,0.0
Status,1682241303000,34,25,5,20,1561097980,0.00,102.0,45.0,0,1,0,0.0
Status,1682241303000,34,26,5,29,1561097980,0.00,345.0,36.0,0,1,0,0.0
Status,1682241303000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241303000,34,28,6,21,1575420030,15.90,309.0,67.0,1,1,0,15.9
Status,1682241303000,34,29,6,26,1575420030,20.20,293.0,41.0,1,1,0,20.2
Status,1682241303000,34,30,6,1,1575420030,0.00,322.0,18.0,0,1,0,0.0
Status,1682241303000,34,31,6,7,1575420030,0.00,146.0,20.0,0,1,0,0.0
Status,1682241303000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241303000,34,33,6,27,1575420030,0.00,153.0,53.0,0,1,0,0.0
Fix,GPS,12.9859926800,80.2373230300,-57.84478759765625,0.0,14.264311,,1682241304000,0.23706539,,47167376769222,8.0
Raw,1682241303433,47192400000000,18,,-1366229329033206433,-0.5793256759643555,118.79283556481823,3.6705551124300895,23.765423826034844,9,16,0.0,49359,44103367141236,126,14.4,317.8785400390625,3.937000274658203,16,0.0,0.0,1601437440,,,,0,,3,8.43,11.4,,,,,,47166806311579
Raw,1682241303433,47192400000000,18,,-1366229329033206433,-0.5793256759643555,118.79283556481823,3.6705551124300895,23.765423826034844,9,5,0.0,81935,33321364272350,53,19.6,-354.97381591796875,0.92249995470047,16,0.0,0.0,1575420030,,,,0,,1,10.64,16.1,,,,,,47166806311579
Raw,1682241303433,47192400000000,18,,-1366229329033206433,-0.5793256759643555,118.79283556481823,3.6705551124300895,23.765423826034844,9,12,0.0,81935,33321362909102,56,19.6,-359.99755859375,1.6694999933242798,16,0.0,0.0,1575420030,,,,0,,1,10.64,16.1,,,,,,47166806311579
Raw,1682241303433,47192400000000,18,,-1366229329033206433,-0.5793256759643555,118.79283556481823,3.6705551124300895,23.765423826034844,9,26,0.0,89103,33321350050862,46,20.2,52.07386016845703,0.7534999847412109,16,0.0,0.0,1575420030,,,,0,,6,10.67,14.2,,,,,,47166806311579
Status,1682241304000,34,0,1,5,1575420030,19.60,184.0,62.0,1,1,0,19.6
Status,1682241304000,34,1,1,11,1575420030,19.80,1.0,43.0,1,1,0,19.8
Status,1682241304000,34,2,1,12,1575420030,19.60,324.0,53.0,1,1,0,19.6
Status,1682241304000,34,3,1,20,1575420030,12.60,73.0,79.0,0,1,0,12.6
Status,1682241304000,34,4,1,24,1575420030,19.60,232.0,23.0,1,1,0,19.6
Status,1682241304000,34,5,1,6,1575420030,0.00,35.0,13.0,0,1,0,0.0
Status,1682241304000,34,6,1,13,1575420030,0.00,165.0,10.0,0,1,0,0.0
Status,1682241304000,34,7,1,19,1575420030,0.00,74.0,21.0,0,1,0,0.0
Status,1682241304000,34,8,1,25,1575420030,0.00,322.0,20.0,0,1,0,0.0
Status,1682241304000,34,9,3,9,1602000000,13.30,312.0,30.0,1,1,0,13.3
Status,1682241304000,34,10,3,16,1602000000,14.40,232.0,59.0,1,1,0,14.4
Status,1682241304000,34,11,3,15,1602000000,10.10,172.0,22.0,1,1,0,10.1
Status,1682241304000,34,12,3,18,1602000000,0.00,26.0,15.0,0,1,0,0.0
Status,1682241304000,34,13,3,19,1602000000,0.00,340.0,26.0,0,1,0,0.0
Status,1682241304000,34,14,3,3,1602000000,0.00,66.0,22.0,0,1,0,0.0
Status,1682241304000,34,15,3,4,1602000000,0.00,122.0,33.0,0,1,0,0.0
Status,1682241304000,34,16,5,8,1561097980,11.90,12.0,58.0,0,1,0,11.9
Status,1682241304000,34,17,5,13,1561097980,16.80,0.0,0.0,0,1,0,16.8
Status,1682241304000,34,18,5,19,1561097980,14.80,170.0,33.0,0,1,0,14.8
Status,1682241304000,34,19,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241304000,34,20,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241304000,34,21,5,3,1561097980,0.00,109.0,52.0,0,1,0,0.0
Status,1682241304000,34,22,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241304000,34,23,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241304000,34,24,5,10,1561097980,0.00,78.0,64.0,0,1,0,0.0
Status,1682241304000,34,25,5,20,1561097980,0.00,102.0,45.0,0,1,0,0.0
Status,1682241304000,34,26,5,29,1561097980,0.00,345.0,36.0,0,1,0,0.0
Status,1682241304000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241304000,34,28,6,21,1575420030,17.90,309.0,67.0,1,1,0,17.9
Status,1682241304000,34,29,6,26,1575420030,18.70,293.0,41.0,1,1,0,18.7
Status,1682241304000,34,30,6,1,1575420030,0.00,322.0,18.0,0,1,0,0.0
Status,1682241304000,34,31,6,7,1575420030,0.00,146.0,20.0,0,1,0,0.0
Status,1682241304000,34,32,6,13,1575420030,0.00,8.0,36.0,0,1,0,0.0
Status,1682241304000,34,33,6,27,1575420030,0.00,153.0,53.0,0,1,0,0.0
Fix,GPS,12.9859926800,80.2373230200,-57.84478759765625,0.0,14.552847,,1682241305000,0.25495097,,47168376769222,8.0
Raw,1682241304433,47193400000000,18,,-1366229329033206425,-0.8158206939697266,112.5821509049274,5.464798271991991,18.27900550287344,9,21,0.0,89103,33322353949782,73,17.9,-155.8695526123047,1.6920000314712524,16,0.0,0.0,1575420030,,,,0,,6,2.01,11.899999999999999,,,,,,47167806311571
Raw,1682241304433,47193400000000,18,,-1366229329033206425,-0.8158206939697266,112.5821509049274,5.464798271991991,18.27900550287344,9,26,0.0,89103,33322350050718,61,18.7,50.63714599609375,0.8734999895095825,16,0.0,0.0,1575420030,,,,0,,6,2.01,12.7,,,,,,47167806311571
Status,1682241305000,34,0,1,5,1575420030,19.60,184.0,62.0,1,1,0,19.6
Status,1682241305000,34,1,1,11,1575420030,19.80,1.0,43.0,1,1,0,19.8
Status,1682241305000,34,2,1,12,1575420030,19.60,324.0,53.0,1,1,0,19.6
Status,1682241305000,34,3,1,20,1575420030,12.60,73.0,79.0,0,1,0,12.6
Status,1682241305000,34,4,1,24,1575420030,19.60,232.0,23.0,1,1,0,19.6
Status,1682241305000,34,5,1,6,1575420030,0.00,35.0,13.0,0,1,0,0.0
Status,1682241305000,34,6,1,13,1575420030,0.00,165.0,10.0,0,1,0,0.0
Status,1682241305000,34,7,1,19,1575420030,0.00,74.0,21.0,0,1,0,0.0
Status,1682241305000,34,8,1,25,1575420030,0.00,322.0,20.0,0,1,0,0.0
Status,1682241305000,34,9,3,9,1602000000,13.30,310.0,31.0,1,1,0,13.3
Status,1682241305000,34,10,3,16,1602000000,14.40,229.0,58.0,1,1,0,14.4
Status,1682241305000,34,11,3,15,1602000000,10.10,172.0,21.0,1,1,0,10.1
Status,1682241305000,34,12,3,18,1602000000,0.00,26.0,15.0,0,1,0,0.0
Status,1682241305000,34,13,3,19,1602000000,0.00,341.0,26.0,0,1,0,0.0
Status,1682241305000,34,14,3,3,1602000000,0.00,64.0,22.0,0,1,0,0.0
Status,1682241305000,34,15,3,4,1602000000,0.00,120.0,33.0,0,1,0,0.0
Status,1682241305000,34,16,5,8,1561097980,11.90,12.0,58.0,0,1,0,11.9
Status,1682241305000,34,17,5,13,1561097980,16.80,0.0,0.0,0,1,0,16.8
Status,1682241305000,34,18,5,19,1561097980,14.80,170.0,33.0,0,1,0,14.8
Status,1682241305000,34,19,5,1,1561097980,0.00,94.0,16.0,0,1,0,0.0
Status,1682241305000,34,20,5,2,1561097980,0.00,163.0,73.0,0,1,0,0.0
Status,1682241305000,34,21,5,3,1561097980,0.00,109.0,52.0,0,1,0,0.0
Status,1682241305000,34,22,5,5,1561097980,0.00,239.0,60.0,0,1,0,0.0
Status,1682241305000,34,23,5,7,1561097980,0.00,99.0,53.0,0,1,0,0.0
Status,1682241305000,34,24,5,10,1561097980,0.00,78.0,64.0,0,1,0,0.0
Status,1682241305000,34,25,5,20,1561097980,0.00,102.0,45.0,0,1,0,0.0
Status,1682241305000,34,26,5,29,1561097980,0.00,345.0,36.0,0,1,0,0.0
Status,1682241305000,34,27,5,30,1561097980,0.00,49.0,23.0,0,1,0,0.0
Status,1682241305000,34,28,6,21,1575420030,17.90,309.0,67.0,1,1,0,17.9
